,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
6505,1.0,0.82,0.76,1.0,0.57,0.78,0.99,0.87,0.92,0.68,0.67,0.4,0.38,0.14,0.0,0.0
6506,1.0,0.85,0.57,1.0,0.23,0.65,0.82,0.63,0.97,0.78,0.96,0.37,0.64,0.0,0.0,0.07
6507,1.0,0.85,0.58,1.0,0.1,0.97,0.28,0.76,0.77,0.73,0.54,0.53,0.21,0.28,0.0,0.0
6508,1.0,0.88,0.47,1.0,0.23,0.66,0.8,0.66,0.91,0.78,0.93,0.36,0.62,0.0,0.0,0.03
6509,1.0,0.9,0.53,1.0,0.37,0.61,0.91,0.65,0.99,0.84,0.97,0.41,0.62,0.07,0.0,0.0
6510,1.0,0.91,0.53,1.0,0.48,0.69,0.93,0.88,0.93,0.65,0.87,0.24,0.49,0.0,0.0,0.14
6511,1.0,0.93,0.51,1.0,0.21,0.6,0.75,0.61,0.94,0.95,0.91,0.46,0.56,0.06,0.0,0.0
6512,1.0,0.94,0.6,1.0,0.47,0.61,0.94,0.67,0.95,0.52,0.99,0.08,0.5,0.0,0.0,0.02
6513,0.12,0.74,0.66,0.73,1.0,1.0,0.39,0.96,0.0,0.68,0.62,0.7,0.49,0.4,0.27,0.0
6514,0.13,0.8,0.53,0.71,1.0,1.0,0.23,0.99,0.0,0.71,0.81,0.74,0.74,0.4,0.47,0.0
6515,0.18,0.8,0.62,0.65,0.61,1.0,0.36,0.92,0.84,0.69,1.0,0.28,0.53,0.07,0.0,0.0
6516,0.22,0.53,0.76,0.7,1.0,1.0,0.39,0.99,0.0,0.71,0.53,0.61,0.67,0.31,0.4,0.0
6517,0.25,0.55,0.74,0.63,0.65,1.0,0.01,0.75,0.25,0.43,1.0,0.66,0.49,0.34,0.0,0.0
6518,0.28,0.69,1.0,0.87,0.4,1.0,0.0,0.67,0.8,0.68,0.91,0.7,0.45,0.35,0.07,0.0
6519,0.29,1.0,0.49,0.61,0.97,0.83,0.41,0.95,0.73,0.51,1.0,0.39,0.6,0.0,0.0,0.18
6520,0.32,0.84,0.79,0.64,0.85,1.0,0.35,0.78,0.74,0.68,1.0,0.37,0.82,0.0,0.0,0.0
6521,0.34,0.67,0.98,0.74,1.0,1.0,0.32,0.9,0.0,0.63,0.69,0.65,0.85,0.41,0.64,0.0
6522,0.38,0.86,0.7,0.69,0.94,1.0,0.36,0.84,0.9,0.79,1.0,0.43,0.68,0.06,0.0,0.0
6523,0.4,0.99,0.0,0.99,0.23,0.73,0.53,1.0,0.77,0.68,1.0,0.3,0.59,0.05,0.03,0.0
6524,0.42,0.81,0.06,0.56,0.95,0.7,0.71,1.0,0.19,0.62,1.0,0.75,0.75,0.29,0.0,0.0
6525,0.43,0.92,0.62,0.7,0.64,1.0,0.03,0.91,0.68,0.75,1.0,0.34,0.67,0.0,0.0,0.08
6526,0.44,0.56,0.99,0.74,1.0,1.0,0.3,0.8,0.0,0.49,0.74,0.64,0.62,0.39,0.36,0.0
6527,0.45,0.86,0.32,0.66,0.93,0.87,0.12,1.0,0.8,0.79,1.0,0.46,0.88,0.13,0.0,0.0
6528,0.46,0.71,0.84,0.96,0.07,1.0,0.28,0.76,1.0,0.86,0.9,0.49,0.69,0.13,0.0,0.0
6529,0.48,0.52,1.0,0.77,0.45,1.0,0.04,0.7,0.63,0.53,0.81,0.53,0.62,0.12,0.0,0.0
6530,0.48,0.99,0.09,1.0,0.44,0.82,0.64,0.89,0.92,0.56,1.0,0.18,0.55,0.0,0.0,0.05
6531,0.49,0.94,0.01,0.98,0.44,0.81,0.59,1.0,0.92,0.64,1.0,0.2,0.55,0.0,0.0,0.08
6532,0.5,0.97,0.72,0.68,1.0,1.0,0.42,0.86,0.93,0.72,0.89,0.48,0.7,0.07,0.0,0.0
6533,0.52,0.86,0.27,1.0,0.0,0.73,0.56,0.73,1.0,0.85,0.87,0.48,0.58,0.14,0.05,0.0
6534,0.54,1.0,0.0,0.92,0.1,0.62,0.64,0.69,0.73,0.71,1.0,0.36,0.79,0.07,0.23,0.0
6535,0.56,0.68,1.0,0.95,0.46,1.0,0.0,0.74,0.48,0.7,0.99,0.62,0.74,0.3,0.4,0.0
6536,0.56,0.91,0.35,0.57,1.0,0.97,0.23,1.0,0.5,0.58,0.99,0.88,0.75,0.32,0.0,0.0
6537,0.58,0.81,0.49,0.74,0.85,0.95,0.38,1.0,0.88,0.73,1.0,0.35,0.67,0.0,0.0,0.0
6538,0.6,0.63,1.0,0.84,0.55,1.0,0.0,0.78,0.4,0.68,0.98,0.6,0.73,0.28,0.32,0.0
6539,0.6,0.98,0.34,0.56,0.99,0.66,0.74,1.0,0.58,0.65,1.0,0.58,0.66,0.0,0.0,0.08
6540,0.62,0.56,1.0,0.83,0.52,1.0,0.0,0.77,0.66,0.78,0.93,0.57,0.65,0.28,0.33,0.0
6541,0.62,0.99,0.19,1.0,0.55,0.82,0.71,0.98,0.99,0.58,1.0,0.14,0.49,0.0,0.0,0.2
6542,0.64,0.93,0.0,0.67,0.97,0.67,0.89,1.0,0.14,0.7,1.0,0.68,0.96,0.36,0.28,0.0
6543,0.65,1.0,0.07,0.99,0.0,0.69,0.62,0.73,0.77,0.72,1.0,0.35,0.63,0.08,0.02,0.0
6544,0.66,0.76,0.78,0.49,1.0,0.88,0.5,1.0,0.7,0.66,0.86,0.45,0.6,0.0,0.0,0.06
6545,0.67,0.89,0.25,1.0,0.33,0.75,0.51,0.94,0.85,0.64,1.0,0.23,0.56,0.0,0.0,0.1
6546,0.69,0.45,1.0,0.75,0.66,1.0,0.09,0.82,0.0,0.48,0.65,0.53,0.98,0.38,0.87,0.0
6547,0.69,0.9,0.33,1.0,0.63,0.76,0.7,0.98,1.0,0.61,0.98,0.16,0.51,0.0,0.0,0.1
6548,0.69,0.99,0.25,1.0,0.34,0.72,0.84,0.91,0.84,0.68,1.0,0.22,0.57,0.0,0.0,0.12
6549,0.7,1.0,0.35,0.59,0.96,0.65,0.56,0.93,0.67,0.71,1.0,0.53,0.66,0.03,0.0,0.0
6550,0.7,0.91,0.88,0.79,0.74,1.0,0.77,0.79,1.0,0.51,0.93,0.13,0.43,0.0,0.0,0.19
6551,0.71,0.93,0.85,0.82,0.65,1.0,0.79,0.77,1.0,0.48,0.79,0.18,0.4,0.04,0.0,0.0
6552,0.72,0.87,0.29,1.0,0.0,0.67,0.5,0.56,0.92,0.79,1.0,0.45,0.98,0.06,0.45,0.0
6553,0.74,1.0,0.1,0.93,0.15,0.69,0.77,0.8,0.78,0.66,1.0,0.3,0.66,0.04,0.0,0.0
6554,0.74,0.87,0.31,1.0,0.0,0.69,0.62,0.64,1.0,0.79,1.0,0.38,0.84,0.0,0.18,0.01
6555,0.75,1.0,0.78,0.82,0.87,0.97,0.57,0.84,1.0,0.64,0.91,0.33,0.53,0.1,0.0,0.0
6556,0.76,0.73,0.8,1.0,0.53,0.84,1.0,0.87,0.92,0.55,0.77,0.22,0.43,0.0,0.0,0.16
6557,0.77,1.0,0.37,0.95,0.63,0.78,0.98,0.95,1.0,0.56,0.86,0.19,0.46,0.0,0.0,0.01
6558,0.07,0.72,0.77,0.75,0.76,1.0,0.0,0.81,0.18,0.61,1.0,0.74,0.69,0.4,0.5,0.0
6559,0.78,0.64,0.54,0.53,0.23,0.76,0.66,1.0,1.0,0.72,0.87,0.31,0.49,0.0,0.0,0.06
6560,0.78,0.88,0.04,1.0,0.0,0.73,0.86,0.85,1.0,0.91,0.76,0.61,0.58,0.3,0.64,0.0
6561,0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0
6562,0.8,1.0,0.32,0.85,0.63,0.72,0.61,0.81,0.86,0.48,1.0,0.16,0.53,0.0,0.0,0.05
6563,0.8,0.7,0.95,1.0,0.07,0.89,0.0,0.57,0.82,0.76,1.0,0.56,0.82,0.2,0.11,0.0
6564,0.08,1.0,0.25,0.75,0.84,0.99,0.0,1.0,0.2,0.83,1.0,0.81,0.6,0.39,0.13,0.0
6565,0.81,0.91,0.57,1.0,0.66,0.81,1.0,0.94,0.99,0.67,0.88,0.4,0.5,0.18,0.0,0.0
6566,0.81,0.99,0.44,1.0,0.43,0.78,0.93,0.94,1.0,0.62,0.98,0.24,0.58,0.0,0.0,0.05
6567,0.83,0.66,0.46,1.0,0.0,0.73,0.37,0.46,0.81,0.78,1.0,0.34,0.64,0.0,0.06,0.03
6568,0.83,0.86,0.44,1.0,0.0,0.74,0.58,0.67,1.0,0.94,0.89,0.63,0.77,0.31,0.75,0.0
6569,0.84,0.66,0.82,1.0,0.26,0.78,0.72,0.56,0.99,0.86,1.0,0.44,0.72,0.06,0.0,0.0
6570,0.84,0.93,0.26,1.0,0.0,0.71,0.64,0.64,1.0,0.9,0.89,0.64,0.79,0.31,0.78,0.0
6571,0.85,0.9,0.31,1.0,0.31,0.64,0.88,0.8,0.98,0.71,1.0,0.32,0.65,0.0,0.0,0.13
6572,0.86,0.8,0.28,0.73,0.34,1.0,0.77,0.82,0.91,0.49,1.0,0.16,0.6,0.0,0.0,0.11
6573,0.87,1.0,0.56,0.95,0.71,0.86,0.87,0.81,0.94,0.5,1.0,0.19,0.53,0.06,0.0,0.0
6574,0.87,0.86,0.46,1.0,0.17,0.7,0.75,0.75,1.0,0.8,0.94,0.39,0.58,0.06,0.0,0.0
6575,0.88,0.68,0.31,0.56,0.0,0.81,0.47,1.0,1.0,0.86,0.97,0.55,0.75,0.26,0.44,0.0
6576,0.88,0.82,0.55,1.0,0.0,0.81,0.38,0.61,1.0,0.76,0.94,0.56,0.75,0.26,0.63,0.0
6577,0.89,0.74,0.7,1.0,0.0,0.98,0.1,0.72,0.8,0.77,1.0,0.68,0.85,0.33,0.55,0.0
6578,0.9,1.0,0.54,1.0,0.55,0.76,0.94,0.97,0.97,0.61,1.0,0.23,0.57,0.0,0.0,0.02
6579,0.9,0.79,0.3,0.61,0.04,0.89,0.55,1.0,0.8,0.63,1.0,0.26,0.74,0.0,0.0,0.08
6580,0.9,0.88,0.31,1.0,0.31,0.62,0.9,0.76,0.97,0.79,1.0,0.33,0.59,0.0,0.0,0.23
6581,0.91,0.77,0.55,1.0,0.18,0.73,0.62,0.62,0.95,0.57,1.0,0.19,0.65,0.0,0.0,0.06
6582,0.92,0.69,0.36,0.74,0.0,0.87,0.52,1.0,0.98,0.86,1.0,0.56,0.79,0.28,0.58,0.0
6583,0.93,1.0,0.47,0.99,0.55,0.75,1.0,0.84,0.96,0.62,0.86,0.21,0.47,0.0,0.0,0.03
6584,0.93,0.69,0.79,1.0,0.18,0.84,0.57,0.6,0.94,0.73,1.0,0.34,0.7,0.01,0.0,0.0
6585,0.94,0.77,0.61,1.0,0.53,0.73,1.0,0.78,0.98,0.58,0.94,0.15,0.49,0.0,0.0,0.14
6586,0.95,0.68,0.75,1.0,0.43,0.74,0.84,0.66,1.0,0.52,0.87,0.12,0.39,0.0,0.0,0.21
6587,0.96,1.0,0.14,0.91,0.42,0.75,0.45,0.96,0.0,0.67,1.0,0.82,0.54,0.43,0.18,0.0
6588,0.96,0.75,0.82,1.0,0.55,0.79,0.96,0.86,1.0,0.56,0.89,0.18,0.48,0.0,0.0,0.02
6589,0.97,0.85,0.53,1.0,0.12,0.78,0.74,0.74,0.97,0.86,1.0,0.44,0.61,0.12,0.0,0.0
6590,0.97,0.88,0.41,1.0,0.31,0.59,0.98,0.67,1.0,0.91,0.97,0.46,0.75,0.02,0.0,0.0
6591,0.98,0.76,0.67,1.0,0.0,0.92,0.23,0.66,0.9,0.74,1.0,0.53,0.72,0.22,0.19,0.0
6592,0.99,0.74,0.62,1.0,0.23,0.75,0.6,0.53,0.95,0.58,1.0,0.11,0.49,0.01,0.0,0.0
6593,0.99,0.83,0.58,1.0,0.27,0.67,0.78,0.65,1.0,0.84,0.86,0.41,0.55,0.04,0.0,0.0
6594,0.0,0.47,0.05,0.25,0.52,0.0,0.93,0.3,1.0,0.75,0.62,1.0,0.3,0.63,0.42,0.22
6595,0.0,0.59,0.03,0.18,0.39,0.0,0.78,0.18,1.0,0.54,0.9,0.92,0.49,1.0,0.17,0.75
6596,0.0,0.82,0.0,0.42,0.17,0.06,0.68,0.0,1.0,0.31,0.96,0.69,0.64,1.0,0.17,0.93
6597,0.0,0.89,0.04,0.47,0.21,0.0,0.73,0.02,1.0,0.45,0.78,0.89,0.25,1.0,0.14,0.54
6598,1.0,0.53,0.95,0.92,0.46,1.0,0.11,0.69,0.0,0.26,0.34,0.0,0.76,0.25,0.88,0.62
6599,1.0,0.7,0.58,1.0,0.1,0.75,0.0,0.24,0.48,0.0,1.0,0.19,0.97,0.68,0.45,0.81
6600,0.11,0.45,0.17,0.06,0.55,0.0,0.88,0.25,1.0,0.61,0.79,0.94,0.38,1.0,0.0,0.84
6601,0.11,0.82,0.06,0.41,0.28,0.0,0.78,0.07,1.0,0.48,0.8,0.9,0.32,1.0,0.0,0.65
6602,0.11,0.83,0.0,0.38,0.21,0.0,0.71,0.01,1.0,0.37,0.87,0.8,0.41,1.0,0.05,0.71
6603,0.12,0.77,0.0,0.37,0.23,0.0,0.74,0.04,0.98,0.39,1.0,0.8,0.61,1.0,0.23,0.71
6604,0.13,1.0,0.0,0.62,0.12,0.21,0.53,0.0,0.94,0.19,1.0,0.6,0.75,0.96,0.32,0.97
6605,0.13,0.74,0.0,0.44,0.31,0.0,0.86,0.04,1.0,0.55,0.67,1.0,0.18,0.84,0.23,0.3
6606,0.13,0.99,0.0,0.59,0.1,0.17,0.62,0.0,1.0,0.3,0.87,0.72,0.41,1.0,0.0,0.75
6607,0.14,0.85,0.0,0.48,0.25,0.1,0.73,0.0,1.0,0.35,0.85,0.76,0.43,1.0,0.0,0.84
6608,0.15,0.73,0.0,0.34,0.3,0.0,0.81,0.01,1.0,0.38,0.87,0.78,0.44,1.0,0.16,0.68
6609,0.15,0.95,0.07,0.7,0.14,0.2,0.64,0.0,1.0,0.36,0.83,0.85,0.3,1.0,0.0,0.59
6610,0.01,0.63,0.03,0.27,0.37,0.0,0.79,0.18,1.0,0.54,0.89,0.9,0.41,1.0,0.0,0.8
6611,0.16,0.9,0.0,0.57,0.13,0.12,0.62,0.0,1.0,0.3,0.9,0.76,0.45,1.0,0.03,0.77
6612,0.17,0.56,0.0,0.27,0.35,0.0,0.74,0.05,1.0,0.47,0.76,0.95,0.37,1.0,0.02,0.76
6613,0.17,0.69,0.0,0.27,0.42,0.0,0.92,0.13,1.0,0.58,0.63,0.95,0.11,1.0,0.0,0.62
6614,0.17,0.96,0.0,0.45,0.26,0.0,0.73,0.01,1.0,0.48,0.88,1.0,0.44,0.99,0.23,0.52
6615,0.18,0.9,0.11,0.43,0.34,0.0,0.87,0.2,1.0,0.67,0.57,1.0,0.1,0.73,0.0,0.24
6616,0.01,0.9,0.0,0.54,0.2,0.16,0.68,0.0,1.0,0.31,0.99,0.71,0.61,1.0,0.26,0.75
6617,0.19,0.81,0.0,0.41,0.11,0.0,0.52,0.1,0.84,0.4,1.0,0.8,0.67,1.0,0.29,0.82
6618,0.19,0.82,0.02,0.66,0.0,0.23,0.33,0.0,0.78,0.14,1.0,0.5,0.77,0.86,0.33,1.0
6619,0.2,0.62,0.15,0.17,0.58,0.0,0.99,0.2,1.0,0.65,0.69,1.0,0.23,0.98,0.0,0.6
6620,0.2,0.88,0.0,0.52,0.14,0.14,0.63,0.0,0.97,0.31,1.0,0.71,0.64,1.0,0.16,0.84
6621,0.02,1.0,0.0,0.55,0.15,0.16,0.53,0.0,0.89,0.18,1.0,0.59,0.74,0.91,0.36,0.79
6622,0.21,0.74,0.04,0.74,0.02,0.19,0.63,0.0,1.0,0.49,0.71,1.0,0.1,0.73,0.0,0.2
6623,0.21,0.87,0.0,0.38,0.26,0.0,0.67,0.06,1.0,0.41,0.92,0.95,0.52,1.0,0.21,0.65
6624,0.22,0.98,0.02,0.66,0.0,0.17,0.43,0.0,0.85,0.26,1.0,0.73,0.61,1.0,0.12,0.86
6625,0.23,0.76,0.0,0.42,0.17,0.04,0.68,0.0,1.0,0.32,0.99,0.72,0.62,1.0,0.12,0.9
6626,0.23,0.85,0.0,0.49,0.02,0.11,0.52,0.0,0.91,0.3,1.0,0.67,0.7,1.0,0.14,0.96
6627,0.24,0.77,0.0,0.46,0.22,0.08,0.7,0.0,1.0,0.32,0.9,0.74,0.51,1.0,0.05,0.9
6628,0.24,0.91,0.0,0.55,0.22,0.03,0.71,0.0,1.0,0.48,0.82,1.0,0.37,0.76,0.01,0.33
6629,0.25,1.0,0.02,0.74,0.05,0.23,0.51,0.0,1.0,0.2,0.98,0.71,0.55,0.99,0.0,0.96
6630,0.25,0.84,0.0,0.62,0.08,0.17,0.52,0.0,0.92,0.26,1.0,0.69,0.66,1.0,0.2,0.88
6631,0.25,0.93,0.0,0.55,0.22,0.0,0.76,0.05,1.0,0.59,0.61,1.0,0.15,0.67,0.11,0.07
6632,0.26,0.66,0.13,0.37,0.32,0.0,0.8,0.05,1.0,0.42,0.82,0.81,0.38,1.0,0.0,0.76
6633,0.26,0.68,0.0,0.32,0.32,0.0,0.77,0.01,1.0,0.41,0.79,0.87,0.36,1.0,0.06,0.65
6634,0.26,0.91,0.0,0.8,0.02,0.34,0.33,0.0,0.8,0.08,1.0,0.5,0.82,0.92,0.38,1.0
6635,0.27,1.0,0.0,0.58,0.12,0.05,0.62,0.0,1.0,0.39,0.97,0.91,0.48,0.97,0.18,0.53
6636,0.27,0.76,0.01,0.42,0.16,0.0,0.7,0.03,1.0,0.4,0.92,0.84,0.44,1.0,0.0,0.73
6637,0.27,0.88,0.09,0.62,0.0,0.18,0.42,0.0,0.83,0.3,1.0,0.73,0.69,1.0,0.19,0.81
6638,0.27,0.96,0.0,0.59,0.01,0.1,0.38,0.0,0.75,0.2,1.0,0.59,0.75,0.97,0.36,1.0
6639,0.29,1.0,0.0,0.61,0.08,0.14,0.59,0.0,1.0,0.33,0.97,0.8,0.48,0.91,0.18,0.53
6640,0.29,1.0,0.18,0.58,0.29,0.13,0.78,0.0,1.0,0.38,0.82,0.81,0.36,0.98,0.0,0.65
6641,0.29,0.97,0.0,0.57,0.22,0.1,0.68,0.0,1.0,0.4,0.83,0.9,0.37,1.0,0.12,0.57
6642,0.3,0.81,0.02,0.67,0.0,0.25,0.33,0.0,0.74,0.26,1.0,0.63,0.88,1.0,0.37,0.89
6643,0.3,0.96,0.05,0.58,0.0,0.16,0.38,0.0,0.8,0.17,1.0,0.56,0.8,0.93,0.36,1.0
6644,0.31,1.0,0.0,0.67,0.02,0.26,0.42,0.0,0.86,0.2,1.0,0.6,0.73,0.93,0.25,0.85
6645,0.31,0.89,0.0,0.55,0.14,0.12,0.64,0.0,1.0,0.29,0.94,0.72,0.53,1.0,0.03,0.91
6646,0.31,0.95,0.05,0.61,0.0,0.23,0.32,0.0,0.77,0.18,1.0,0.51,0.82,0.85,0.37,1.0
6647,0.32,1.0,0.06,0.77,0.0,0.33,0.3,0.0,0.81,0.06,1.0,0.44,0.76,0.82,0.26,0.88
6648,0.32,0.74,0.08,0.39,0.27,0.0,0.73,0.11,1.0,0.48,0.82,0.89,0.37,1.0,0.0,0.74
6649,0.32,0.95,0.01,0.65,0.0,0.25,0.35,0.0,0.79,0.13,1.0,0.49,0.81,0.85,0.37,1.0
6650,0.33,0.83,0.01,0.71,0.0,0.13,0.62,0.0,1.0,0.48,0.73,1.0,0.16,0.77,0.08,0.2
6651,0.34,1.0,0.17,0.85,0.0,0.38,0.27,0.0,0.82,0.09,1.0,0.53,0.6,0.87,0.05,0.89
6652,0.34,0.84,0.09,0.64,0.0,0.25,0.41,0.0,0.88,0.27,1.0,0.67,0.68,1.0,0.12,0.85
6653,0.35,1.0,0.02,0.66,0.0,0.21,0.41,0.0,0.87,0.09,1.0,0.51,0.69,0.85,0.23,0.89
6654,0.35,0.84,0.0,0.65,0.04,0.21,0.49,0.0,0.95,0.24,1.0,0.67,0.64,1.0,0.05,0.95
6655,0.35,0.98,0.06,0.7,0.0,0.25,0.34,0.0,0.77,0.12,1.0,0.5,0.84,0.92,0.41,1.0
6656,0.36,1.0,0.05,0.66,0.0,0.22,0.4,0.0,0.85,0.19,1.0,0.59,0.65,0.89,0.15,0.94
6657,0.37,1.0,0.08,0.78,0.0,0.39,0.18,0.04,0.59,0.0,0.91,0.26,1.0,0.64,0.72,0.92
6658,0.37,0.92,0.06,0.59,0.0,0.13,0.39,0.0,0.78,0.25,1.0,0.65,0.75,1.0,0.3,1.0
6659,0.38,1.0,0.07,0.83,0.0,0.35,0.32,0.0,0.81,0.1,1.0,0.54,0.7,0.92,0.21,0.9
6660,0.38,0.96,0.06,0.6,0.0,0.19,0.47,0.0,0.99,0.25,1.0,0.65,0.71,1.0,0.17,0.85
6661,0.39,0.79,0.08,0.71,0.0,0.24,0.4,0.0,0.87,0.24,1.0,0.69,0.62,1.0,0.16,0.8
6662,0.39,0.96,0.04,0.61,0.0,0.18,0.49,0.0,0.96,0.26,1.0,0.7,0.61,1.0,0.05,0.88
6663,0.4,0.88,0.23,0.45,0.39,0.0,0.85,0.03,1.0,0.49,0.79,0.93,0.32,1.0,0.0,0.67
6664,0.41,1.0,0.25,0.5,0.47,0.04,0.86,0.0,1.0,0.48,0.74,0.91,0.35,1.0,0.0,0.76
6665,0.41,0.96,0.06,0.63,0.0,0.11,0.48,0.0,0.92,0.31,1.0,0.82,0.51,1.0,0.18,0.62
6666,0.42,0.86,0.24,0.44,0.36,0.0,0.82,0.03,1.0,0.48,0.86,0.92,0.34,1.0,0.0,0.63
6667,0.43,0.61,0.1,0.23,0.46,0.0,0.88,0.31,1.0,0.76,0.64,1.0,0.24,0.67,0.0,0.25
6668,0.43,0.78,0.03,0.49,0.0,0.09,0.57,0.0,0.98,0.3,1.0,0.7,0.6,1.0,0.39,0.69
6669,0.44,0.95,0.23,0.49,0.22,0.0,0.68,0.04,1.0,0.45,1.0,0.94,0.47,1.0,0.0,0.75
6670,0.45,1.0,0.1,0.67,0.07,0.16,0.56,0.0,1.0,0.31,0.91,0.79,0.38,0.95,0.0,0.61
6671,0.45,0.98,0.13,0.71,0.13,0.21,0.59,0.0,1.0,0.34,0.81,0.79,0.28,1.0,0.0,0.67
6672,0.46,0.9,0.14,0.79,0.09,0.19,0.61,0.0,1.0,0.47,0.76,1.0,0.18,0.85,0.0,0.28
6673,0.47,0.82,0.17,0.73,0.0,0.34,0.25,0.0,0.71,0.09,1.0,0.44,0.97,0.85,0.55,1.0
6674,0.48,1.0,0.08,0.73,0.0,0.31,0.29,0.0,0.78,0.16,1.0,0.54,0.79,0.91,0.33,0.79
6675,0.48,0.53,0.1,0.54,0.0,0.0,0.49,0.06,0.88,0.48,1.0,1.0,0.48,0.84,0.07,0.44
6676,0.48,0.99,0.17,0.66,0.0,0.26,0.35,0.0,0.82,0.24,1.0,0.64,0.78,1.0,0.25,0.86
6677,0.49,0.94,0.1,0.7,0.0,0.33,0.25,0.0,0.82,0.09,1.0,0.44,0.91,0.81,0.42,1.0
6678,0.51,1.0,0.12,0.82,0.0,0.36,0.24,0.0,0.7,0.09,1.0,0.46,0.85,0.88,0.4,0.88
6679,0.51,0.86,0.45,1.0,0.09,0.51,0.13,0.0,0.69,0.22,1.0,0.71,0.54,0.95,0.0,0.68
6680,0.52,0.84,0.19,0.94,0.0,0.5,0.2,0.07,0.66,0.0,1.0,0.33,0.96,0.79,0.54,1.0
6681,0.53,0.86,0.14,0.64,0.0,0.29,0.26,0.0,0.76,0.18,1.0,0.52,0.98,0.87,0.49,1.0
6682,0.55,1.0,0.16,0.79,0.0,0.39,0.05,0.0,0.61,0.01,1.0,0.31,0.67,0.61,0.05,0.67
6683,0.56,1.0,0.15,0.71,0.0,0.29,0.34,0.0,0.79,0.21,1.0,0.62,0.75,0.97,0.26,0.83
6684,0.56,1.0,0.19,0.76,0.0,0.37,0.13,0.0,0.66,0.09,1.0,0.41,0.94,0.8,0.44,0.84
6685,0.57,0.91,0.22,0.7,0.0,0.24,0.37,0.0,0.81,0.21,1.0,0.67,0.69,1.0,0.3,0.73
6686,0.58,0.62,0.08,0.46,0.12,0.0,0.67,0.15,1.0,0.56,0.9,1.0,0.34,0.81,0.0,0.41
6687,0.59,0.79,0.4,0.99,0.0,0.62,0.01,0.14,0.59,0.0,1.0,0.35,0.8,0.8,0.21,1.0
6688,0.61,1.0,0.21,0.76,0.0,0.44,0.1,0.1,0.6,0.0,0.98,0.23,1.0,0.58,0.79,0.9
6689,0.62,0.88,0.2,0.65,0.0,0.24,0.34,0.0,0.78,0.24,1.0,0.63,0.77,1.0,0.26,0.93
6690,0.62,0.98,0.22,0.72,0.0,0.29,0.28,0.0,0.77,0.15,1.0,0.57,0.86,1.0,0.37,0.97
6691,0.63,0.99,0.25,0.77,0.0,0.35,0.22,0.0,0.73,0.17,1.0,0.58,0.79,1.0,0.33,0.91
6692,0.66,0.98,0.55,0.7,0.98,0.68,1.0,1.0,0.57,0.92,0.33,0.62,0.16,0.31,0.0,0.0
6693,0.67,0.93,0.26,0.7,0.0,0.35,0.15,0.0,0.63,0.12,0.92,0.46,1.0,0.86,0.62,1.0
6694,0.7,1.0,0.25,0.75,0.0,0.34,0.25,0.0,0.73,0.22,1.0,0.62,0.75,0.98,0.23,0.93
6695,0.7,1.0,0.27,0.75,0.0,0.39,0.06,0.0,0.63,0.02,1.0,0.33,0.93,0.71,0.38,0.74
6696,0.73,0.98,0.14,0.78,0.19,0.0,1.0,0.41,0.56,1.0,0.0,0.58,0.76,0.85,0.14,0.13
6697,0.75,1.0,0.26,0.84,0.0,0.42,0.13,0.0,0.69,0.07,1.0,0.46,0.84,0.89,0.33,0.85
6698,0.76,0.49,0.7,0.92,0.27,1.0,0.0,0.66,0.03,0.19,0.41,0.0,0.8,0.21,1.0,0.57
6699,0.77,0.96,0.27,1.0,0.0,0.67,0.03,0.27,0.42,0.0,0.89,0.12,1.0,0.52,0.88,0.9
6700,0.8,0.7,0.57,1.0,0.15,0.73,0.0,0.3,0.34,0.0,0.83,0.15,1.0,0.56,0.75,0.88
6701,0.82,0.8,0.47,1.0,0.05,0.75,0.0,0.32,0.34,0.0,0.85,0.14,1.0,0.55,0.85,0.97
6702,0.86,1.0,0.34,0.98,0.0,0.62,0.09,0.22,0.57,0.0,1.0,0.25,0.94,0.66,0.51,0.94
6703,0.86,1.0,0.56,0.99,0.19,0.67,0.0,0.25,0.31,0.0,0.81,0.15,1.0,0.53,0.78,0.93
6704,0.08,0.97,0.14,0.72,0.0,0.35,0.1,0.0,0.69,0.18,1.0,0.53,0.9,0.9,0.25,1.0
6705,0.91,1.0,0.42,0.86,0.0,0.11,0.52,0.0,1.0,0.7,0.39,0.77,0.76,0.71,0.21,0.07
6706,0.09,0.77,0.0,0.28,0.33,0.0,0.74,0.16,1.0,0.56,0.77,0.95,0.33,1.0,0.01,0.68
6707,0.98,0.68,0.72,1.0,0.25,0.83,0.0,0.39,0.27,0.0,0.77,0.04,1.0,0.47,0.95,0.83
6708,0.0,1.0,0.0,0.86,0.18,0.72,0.36,0.57,0.55,0.43,0.82,0.28,1.0,0.14,0.73,0.0
6709,0.0,0.17,0.0,0.41,0.61,0.7,1.0,1.0,1.0,0.96,0.89,0.64,0.79,0.32,0.68,0.0
6710,0.0,0.22,0.21,0.46,0.61,0.73,1.0,1.0,0.91,0.88,0.61,0.59,0.39,0.3,0.24,0.0
6711,0.0,0.27,0.33,0.5,0.76,0.74,0.9,1.0,0.81,0.8,0.76,0.53,0.79,0.26,1.0,0.0
6712,0.0,0.29,0.32,0.52,0.68,0.76,1.0,1.0,0.95,0.76,0.89,0.5,0.78,0.25,0.76,0.0
